資料名/Title	解題/Description	出版事項/Publication, Discribution, etc.Area	数量/Unit	日付/Date	所蔵/Location	所蔵年次/Year	所蔵巻号/Volumes	請求記号/Call No.	資料区分/Document Categoly	データ形式/Format	本文言語/Language	Place	備考/Comments	書誌番号/Bib.ID	ライセンス/License	アイテムURL	Is Referenced By	iiif viewer	ID	ウェブサイトURL	サムネイル	機械可読ドキュメント	viewingDirection	viewingHint	コレクション	ソート用項目	西暦	IIIFマニフェストURI	IIIF Search API URI	アノテーション付きIIIFマニフェストURI	Link to TAPAS Project	Text with Rich Text Format	# of media
北越地方の近況報告	No.: BE00435|帖整理番号: 59|種別: 奉行からの書翰|帖年月次: 1868 第9月上|元号: 慶應|年: 4|月: 7|日: 16|西暦年: 1868|宛名: 東久世中将|差出人1: 三条右大将|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/eee7c41d-23a7-439d-b3df-7a11151eba11.json	eee7c41d-23a7-439d-b3df-7a11151eba11														4
留学生半途帰国に付ロイド氏の損失調査の上御報告を請う旨通告	No.: BE00436|帖整理番号: 59|種別: 奉行からの書翰|帖年月次: 1868 第9月上|元号: 慶應|年: 4|月: 7|日: 17|西暦年: 1868|宛名: パルケス|宛名原綴: Parkes|差出人1: 平岡丹波|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/3c3f863f-3671-40c2-a78a-4bf1e5be63b3.json	3c3f863f-3671-40c2-a78a-4bf1e5be63b3														2
ウイルキンソン [Wilkinson] より公使の命により応接延引の申越に付その返書中失敬の段御詫申状	No.: BE00437|帖整理番号: 59|種別: 奉行からの書翰|帖年月次: 1868 第9月上|元号: 慶應|年: 4|月: 7|日: 13|西暦年: 1868|宛名: 書記官|差出人1: 寺島陶蔵|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/ff24ebcc-0be5-498e-b497-b121860142f5.json	ff24ebcc-0be5-498e-b497-b121860142f5														3
米穀輸出約定の通知	No.: BE00438|帖整理番号: 59|種別: 奉行からの書翰|帖年月次: 1868 第9月上|元号: 慶應|年: 4|月: 7|日: 19|西暦年: 1868|宛名: パークス|宛名原綴: Parkes|差出人1: 東久世中将|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/66f91515-43ef-4f66-9c6b-526e59271525.json	66f91515-43ef-4f66-9c6b-526e59271525														1
兵庫港より他の港へ米廻送禁止の通告	No.: BE00439|帖整理番号: 59|種別: 奉行からの書翰|帖年月次: 1868 第9月上|元号: 慶應|年: 4|月: 7|日: 19|西暦年: 1868|宛名: サトー|宛名原綴: Satow|差出人1: 山口範蔵|差出人2: 寺島陶蔵|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/f5db3fdf-387d-44a3-8a75-f886b0b5ebf7.json	f5db3fdf-387d-44a3-8a75-f886b0b5ebf7														7
江戸築地ホテル隣地使用の儀規定の手続を乞う通告	No.: BE00440|帖整理番号: 59|種別: 奉行からの書翰|帖年月次: 1868 第9月上|元号: 慶應|年: 4|月: 7|日: 19|西暦年: 1868|宛名: サトー|宛名原綴: Satow|差出人1: 山口範蔵|差出人2: 寺島陶蔵|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/b594d753-dc8c-4957-962c-a81d7cbbf568.json	b594d753-dc8c-4957-962c-a81d7cbbf568														2
公使代任の人を予め通知を乞う旨通告	No.: BE00441|帖整理番号: 59|種別: 奉行からの書翰|帖年月次: 1868 第9月上|元号: 慶應|年: 4|月: 7|日: 21|西暦年: 1868|宛名: パークス|宛名原綴: Parkes|差出人1: 東久世中将|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/1c4fb355-6ec6-4ec8-ace4-9009a0db10b4.json	1c4fb355-6ec6-4ec8-ace4-9009a0db10b4														3
海軍伝習の為め教師雇入れたるも我国大改革の為中止に付 解約申込	No.: BE00442|帖整理番号: 60|種別: 奉行からの書翰|帖年月次: 1868 第9月中|元号: 慶應|年: 4|月: 7|日: 25|西暦年: 1868|宛名: ハークス|宛名原綴: Parkes|差出人1: 東久世中将|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/3832609a-4dd5-44ed-9253-ee4bb8002fab.json	3832609a-4dd5-44ed-9253-ee4bb8002fab														6
農業夫として日本人をハワイ島へ連行の儀差止め云々通告	No.: BE00443|帖整理番号: 60|種別: 奉行からの書翰|帖年月次: 1868 第9月中|元号: 慶應|年: 4|月: 7|日: 26|西暦年: 1868|宛名: ハークス|宛名原綴: Parkes|差出人1: 東久世中将|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/febf8230-332c-4203-9261-1d6e67da8184.json	febf8230-332c-4203-9261-1d6e67da8184														4
江戸を東京と改むる旨通告	No.: BE00444|帖整理番号: 60|種別: 奉行からの書翰|帖年月次: 1868 第9月中|元号: 慶應|年: 4|月: 7|日: 29|西暦年: 1868|宛名: ハークス|宛名原綴: Parkes|差出人1: 東久世中将|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/eb34f441-190e-4486-b99e-a654fad1cf2c.json	eb34f441-190e-4486-b99e-a654fad1cf2c														3
山手百九、百拾番地所絵図面差進	No.: BE00445|帖整理番号: 60|種別: 奉行からの書翰|帖年月次: 1868 第9月中|元号: 慶應|年: 4|月: 8|日: 2|西暦年: 1868|宛名: ウヰルキンソン|宛名原綴: Wilkinson|差出人1: 裁判所地所掛|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/8e96f8ca-b1d3-4718-a356-8160fbce72fa.json	8e96f8ca-b1d3-4718-a356-8160fbce72fa														2
英水師提督ケツフル [Keppel] 借請の山手地所へ建築差止めの申込	No.: BE00446|帖整理番号: 60|種別: 奉行からの書翰|帖年月次: 1868 第9月中|元号: 慶應|年: 4|月: 9|日: 2|西暦年: 1868|宛名: ウイルキンソン|宛名原綴: Wilkinson|差出人1: 井関斎右エ門|差出人2: 寺島陶蔵|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/935de54e-b051-40d5-9d0a-4c8ca4a06714.json	935de54e-b051-40d5-9d0a-4c8ca4a06714														3
詔書写	No.: BE00447|帖整理番号: 60|種別: 奉行からの書翰|帖年月次: 1868 第9月中|元号: 慶應|年: 4|月: 7|西暦年: 1868|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/a78443ab-8506-491b-9bd4-f6822b5394a1.json	a78443ab-8506-491b-9bd4-f6822b5394a1														6
長崎在留コンシュルよりの書状拝承	No.: BE00448|帖整理番号: 60|種別: 奉行からの書翰|帖年月次: 1868 第9月中|元号: 慶應|年: 4|月: 8|日: 6|西暦年: 1868|宛名: パークス|宛名原綴: Parkes|差出人1: 東久世中将|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/d7d1f3dc-2c79-4db4-a25a-5fe06eae7788.json	d7d1f3dc-2c79-4db4-a25a-5fe06eae7788														2
ウヰリス [Willis] 氏越後表病院へ御見舞なされ云々右礼状	No.: BE00449|帖整理番号: 61|種別: 奉行からの書翰|帖年月次: 1868 第10月上|元号: 慶應|年: 4|月: 8|日: 17|西暦年: 1868|宛名: パークス|宛名原綴: Parkes|差出人1: 東久世中将|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/f2609782-bd9f-4d5d-9ea2-b33aa6b12ab0.json	f2609782-bd9f-4d5d-9ea2-b33aa6b12ab0														3
越後表戦況報告を添え申送る	No.: BE00450|帖整理番号: 61|種別: 奉行からの書翰|帖年月次: 1868 第10月上|元号: 慶應|年: 4|月: 8|日: 17|西暦年: 1868|宛名: ウヰルキンソン|宛名原綴: Wilkinson|差出人1: 井関斎右エ門|差出人2: 寺島陶蔵|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/05614ad0-dbfc-4a34-8c84-fa87f536171f.json	05614ad0-dbfc-4a34-8c84-fa87f536171f														2
越後表戦況報告	No.: BE00451|帖整理番号: 61|種別: 奉行からの書翰|帖年月次: 1868 第10月上|元号: 慶應|年: 4|月: 8|日: 8|西暦年: 1868|宛名: 長岡公|差出人1: 三宮耕庵|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/65bd3496-d6df-42e9-87d3-465e01b14b0b.json	65bd3496-d6df-42e9-87d3-465e01b14b0b														4
山手コンシュル館隣地使用の儀借受手続されたし通知	No.: BE00452|帖整理番号: 61|種別: 奉行からの書翰|帖年月次: 1868 第10月上|元号: 慶應|年: 4|月: 8|日: 21|西暦年: 1868|宛名: ウヰルキンソン|宛名原綴: Wilkinson|差出人1: 井関斎右エ門|差出人2: 寺島陶蔵|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/f6cad8c2-90af-4290-9639-f4c0693a17f9.json	f6cad8c2-90af-4290-9639-f4c0693a17f9														0
天皇降誕日に付神奈川砲台にて祝砲通知	No.: BE00453|帖整理番号: 61|種別: 奉行からの書翰|帖年月次: 1868 第10月上|元号: 慶應|年: 4|月: 9|日: 14|西暦年: 1868|宛名: パルクス|宛名原綴: Parkes|差出人1: 東久世中将|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/26934d94-5124-4939-a558-e458efd7ff21.json	26934d94-5124-4939-a558-e458efd7ff21														0
当年二月公使参内の途中英護衛兵死傷者に対し手当金贈呈の旨通知	No.: BE00454|帖整理番号: 61|種別: 奉行からの書翰|帖年月次: 1868 第10月上|元号: 慶應|年: 4|月: 8|日: 27|西暦年: 1868|宛名: パークス|宛名原綴: Parkes|差出人1: 東久世中将|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/b6a3a767-42de-4e54-b096-24657b1805cb.json	b6a3a767-42de-4e54-b096-24657b1805cb														3
英本国にて外国の事務取扱者の姓名をお知らせを請う	No.: BE00455|帖整理番号: 61|種別: 奉行からの書翰|帖年月次: 1868 第10月上|元号: 慶應|年: 4|月: 8|日: 28|西暦年: 1868|宛名: パルクス|宛名原綴: Parkes|差出人1: 東久世中将|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/2b4e57e6-4de7-4d5b-baa2-53be9248d51a.json	2b4e57e6-4de7-4d5b-baa2-53be9248d51a														2
軍伝習の教師雇入中止のやむを得ざるを謝し、指揮官トレーシイ氏の忠告を感謝の礼状	No.: BE00456|帖整理番号: 61|種別: 奉行からの書翰|帖年月次: 1868 第10月上|元号: 慶應|年: 4|月: 8|日: 28|西暦年: 1868|宛名: パークス|宛名原綴: Parkes|差出人1: 東久世中将|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/9474153f-f38a-48af-8ee4-ed3b68f58d0f.json	9474153f-f38a-48af-8ee4-ed3b68f58d0f														3
鎮将府設置、三条右大臣鎮将任命通知	No.: BE00457|帖整理番号: 62|種別: 奉行からの書翰|帖年月次: 1868 第9月下|元号: 慶應|年: 4|月: 8|日: 6|西暦年: 1868|宛名: 書記官|差出人1: 井関斎右エ門|差出人2: 寺島陶蔵|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/0c6aabdf-a498-4362-9582-d08d1eed62fd.json	0c6aabdf-a498-4362-9582-d08d1eed62fd														5
山手海軍病院地は米国コンシュルストール [Stahel] 氏借受地と境界を接するに付同氏と打合の必要ある事を通告	No.: BE00458|帖整理番号: 62|種別: 奉行からの書翰|帖年月次: 1868 第9月下|元号: 慶應|年: 4|月: 9|日: 3|西暦年: 1868|宛名: ウェルキンソン|宛名原綴: Wilkinson|差出人1: 井関斎右エ門|差出人2: 寺島陶蔵|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/769eeace-0904-4e34-8277-3512ab940263.json	769eeace-0904-4e34-8277-3512ab940263														2
長崎港高鉾島にて英水夫脅されし件取調方云々	No.: BE00459|帖整理番号: 62|種別: 奉行からの書翰|帖年月次: 1868 第9月下|元号: 慶應|年: 4|月: 8|日: 4|西暦年: 1868|宛名: パークス|宛名原綴: Parkes|差出人1: 東久世中将|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/0f3b60be-6c89-4b88-9726-3e48b54c5028.json	0f3b60be-6c89-4b88-9726-3e48b54c5028														4
山手水師提督借受地所地券渡方通知	No.: BE00460|帖整理番号: 62|種別: 奉行からの書翰|帖年月次: 1868 第9月下|元号: 慶應|年: 4|月: 8|日: 22|西暦年: 1868|宛名: ウヰルキンソン|宛名原綴: Wilkinson|差出人1: 地所掛|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/9159b997-ec1a-42b8-af29-a9ae2c1c97b6.json	9159b997-ec1a-42b8-af29-a9ae2c1c97b6														1
嶋田屋嘉兵衛よりリチヤルトソン [Richardson] へ相払べき洋銀相渡べきに付通知	No.: BE00461|帖整理番号: 62|種別: 奉行からの書翰|帖年月次: 1868 第9月下|元号: 慶應|年: 4|月: 8|日: 10|西暦年: 1868|宛名: ウヰルキンソン|宛名原綴: Wilkinson|差出人1: 裁判所 石賀作助|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/a3c78dcf-8d23-4bd1-b476-62d3aaa5692e.json	a3c78dcf-8d23-4bd1-b476-62d3aaa5692e														1
徳川政権朝廷へ奉還し諸侯の列に入る通知	No.: BE00462|帖整理番号: 62|種別: 奉行からの書翰|帖年月次: 1868 第9月下|元号: 慶應|年: 4|月: 8|日: 8|西暦年: 1868|宛名: ハルケス|宛名原綴: Parkes|差出人1: 徳川亀之助|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/0968e976-b463-4035-a7e2-cc4981834000.json	0968e976-b463-4035-a7e2-cc4981834000														1
徳川亀之助よりの書翰相添通知	No.: BE00463|帖整理番号: 62|種別: 奉行からの書翰|帖年月次: 1868 第9月下|元号: 慶應|年: 4|月: 8|日: 11|西暦年: 1868|宛名: 書記官|差出人1: 井関斎右エ門|差出人2: 寺島陶蔵|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/5422d122-3519-454a-83c7-9f456779596b.json	5422d122-3519-454a-83c7-9f456779596b														1
裁判に於て洋銀引替開始の処相場高騰の為引替者無之に付廃止の旨通告	No.: BE00464|帖整理番号: 62|種別: 奉行からの書翰|帖年月次: 1868 第9月下|元号: 慶應|年: 4|月: 8|日: 14|西暦年: 1868|宛名: パークス|宛名原綴: Parkes|差出人1: 東久世中将|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/fc0a0386-f3e3-45b1-a2aa-405b4aa039c6.json	fc0a0386-f3e3-45b1-a2aa-405b4aa039c6														3
英国兵卒着用戎服を我商人買取ることを禁止の旨通告、布告書	No.: BE00465|帖整理番号: 62|種別: 奉行からの書翰|帖年月次: 1868 第9月下|元号: 慶應|年: 4|月: 8|西暦年: 1868|宛名: ウヰルキンソン|宛名原綴: Wilkinson|差出人1: 井関斎右エ門|差出人2: 寺島陶蔵|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/4299cc5e-4a76-461e-b3f0-8ae19b6481d7.json	4299cc5e-4a76-461e-b3f0-8ae19b6481d7														4
徳川氏の海軍脱走に付別紙相添え通告	No.: BE00466|帖整理番号: 63|種別: 奉行からの書翰|帖年月次: 1868 第10月下|元号: 慶應|年: 4|月: 8|日: 29|西暦年: 1868|宛名: パークス|宛名原綴: Parkes|差出人1: 東久世中将|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/5baf0ac5-aa47-4a54-8b95-7931ac42b3cd.json	5baf0ac5-aa47-4a54-8b95-7931ac42b3cd														15
天皇即位の大礼相済みしことを通知	No.: BE00467|帖整理番号: 63|種別: 奉行からの書翰|帖年月次: 1868 第10月下|元号: 慶應|年: 4|月: 9|日: 5|西暦年: 1868|宛名: パルクス|宛名原綴: Parkes|差出人1: 東久世中将|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/f3423392-d839-41c0-9853-a19dde6312d2.json	f3423392-d839-41c0-9853-a19dde6312d2														2
通商条約第五条に日本の産物運送無税とあるも右は日本人運送かの点不明に付問合せ	No.: BE00468|帖整理番号: 63|種別: 奉行からの書翰|帖年月次: 1868 第10月下|元号: 慶應|年: 4|月: 9|日: 8|西暦年: 1868|宛名: パルクス|宛名原綴: Parkes|差出人1: 東久世中将|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/d6f7922e-c758-40f4-bc8d-54b44c96bbbe.json	d6f7922e-c758-40f4-bc8d-54b44c96bbbe														2
山手に建設の陸軍屯所へ石炉据付の儀了承	No.: BE00469|帖整理番号: 63|種別: 奉行からの書翰|帖年月次: 1868 第10月下|元号: 慶應|年: 4|月: 9|日: 13|西暦年: 1868|宛名: パークス|宛名原綴: Parkes|差出人1: 東久世中将|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/4774ab84-eb4d-478a-9a4a-2dc86bfd8eb4.json	4774ab84-eb4d-478a-9a4a-2dc86bfd8eb4														2
我国年号明治と改元以来一代一号と相定る旨通告	No.: BE00470|帖整理番号: 64|種別: 奉行からの書翰|帖年月次: 1868 第11月|元号: 慶應|年: 4|月: 9|日: 18|西暦年: 1868|宛名: パークス|宛名原綴: Parkes|差出人1: 東久世中将|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/0fca1cd2-ef8e-4325-927c-cd32b90bc7bc.json	0fca1cd2-ef8e-4325-927c-cd32b90bc7bc														1
天皇京師発輦の旨通告	No.: BE00471|帖整理番号: 64|種別: 奉行からの書翰|帖年月次: 1868 第11月|元号: 慶應|年: 4|月: 9|日: 23|西暦年: 1868|宛名: パークス|宛名原綴: Parkes|差出人1: 東久世中将|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/e2b7e56c-0f74-43f7-a77f-b9ff43c8ee8c.json	e2b7e56c-0f74-43f7-a77f-b9ff43c8ee8c														1
東京開市に付輸出人荷の税金は当分の内横浜運上所にて取扱ふことと通告	No.: BE00472|帖整理番号: 64|種別: 奉行からの書翰|帖年月次: 1868 第11月|元号: 慶應|年: 4|月: 9|日: 28|西暦年: 1868|宛名: パークス|宛名原綴: Parkes|差出人1: 東久世中将|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/6d570261-e854-402f-b87f-363529adb430.json	6d570261-e854-402f-b87f-363529adb430														3
サトー [Satow] 氏谷戸橋関門通行の節番人不都合の取有之し趣了承右注意云々返書	No.: BE00473|帖整理番号: 64|種別: 奉行からの書翰|帖年月次: 1868 第11月|元号: 慶應|年: 4|月: 9|日: 28|西暦年: 1868|宛名: サトー|宛名原綴: Satow|差出人1: 寺島陶蔵|請求記号: 甲:16:325|コレクション1: 東京大学法学部法制史資料室所蔵コレクション|コレクション2: 英国大使館文書|コレクション3: 幕府及明治政府側よりイギリス公使館宛公文書綴																	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/c2a6a999-7e5a-4048-b3af-47b48e544a59.json	c2a6a999-7e5a-4048-b3af-47b48e544a59														4
