タイトル,概要,flickr,データのタイトル,データの識別子,著作のタイトル,著作の責任,著作の時期,著作の年,著作の構成,バージョンの責任,バージョンの成立時期,バージョンの成立年,バージョンの技法,バージョンの大きさ（縦×横）,バージョンの行字数,資料化の技法,外題,数量,装訂,大きさ（縦×横）,印記,出所,状態,請求記号,原簿番号,付加的記載,参考文献,資料化の時期,資料化の年,バージョンの成立場所,ID,ウェブサイトURL,アイテムURL,利用条件,サムネイル,機械可読ドキュメント,帰属,viewingDirection,viewingHint,コレクション,ソート用項目,西暦,IIIFマニフェストURI,IIIF Search API URI,アノテーション付きIIIFマニフェストURI,Link to TAPAS Project,Text with Rich Text Format,# of media
戯鴻堂法書 四[A006096-04],明・董其昌輯。中国で刊行された法帖。青洲文庫。,https://www.flickr.com/photos/asianresearchlibrary/sets/72157684585937986/,戯鴻堂法書十六巻 Xihongtang Fashu 16 juan 戏鸿堂法书十六卷 戲鴻堂法書十六卷,A006096,(巻首題)戯鴻堂法書,(明)董其昌輯,(明)万暦31年,1603年,16巻,(明)董其昌刻,(明)万暦31年,1603年,石刻,,,拓本,,16冊,折帖装,28.4×14.9cm,"東京帝国大学図書印, 明倫堂図書, 渡辺氏図書記","渡辺信旧蔵, 東京大学総合図書館所蔵",,A00-6096,,,"宇野雪村『法帖事典』上 : 本論編, 東京, 雄山閣, 1984, pp.111-112",,,松江府華亭県,fb7e9421-4107-4509-ac06-84da44d585fe,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/document/fb7e9421-4107-4509-ac06-84da44d585fe,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/167804/default.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/167804,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,漢籍・碑帖拓本資料,A006096-04,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/167804/manifest,,,,,34
戯鴻堂法書 五[A006096-05],明・董其昌輯。中国で刊行された法帖。青洲文庫。,https://www.flickr.com/photos/asianresearchlibrary/sets/72157682688370270/,戯鴻堂法書十六巻 Xihongtang Fashu 16 juan 戏鸿堂法书十六卷 戲鴻堂法書十六卷,A006096,(巻首題)戯鴻堂法書,(明)董其昌輯,(明)万暦31年,1603年,16巻,(明)董其昌刻,(明)万暦31年,1603年,石刻,,,拓本,,16冊,折帖装,28.4×14.9cm,"東京帝国大学図書印, 明倫堂図書, 渡辺氏図書記","渡辺信旧蔵, 東京大学総合図書館所蔵",,A00-6096,,,"宇野雪村『法帖事典』上 : 本論編, 東京, 雄山閣, 1984, pp.111-112",,,松江府華亭県,b696940f-0fc5-49bc-8326-4b1d79c04f72,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/document/b696940f-0fc5-49bc-8326-4b1d79c04f72,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/167805/default.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/167805,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,漢籍・碑帖拓本資料,A006096-05,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/167805/manifest,,,,,30
戯鴻堂法書 六[A009096-06],明・董其昌輯。中国で刊行された法帖。青洲文庫。,https://www.flickr.com/photos/asianresearchlibrary/sets/72157684585490316/,戯鴻堂法書十六巻 Xihongtang Fashu 16 juan 戏鸿堂法书十六卷 戲鴻堂法書十六卷,A006096,(巻首題)戯鴻堂法書,(明)董其昌輯,(明)万暦31年,1603年,16巻,(明)董其昌刻,(明)万暦31年,1603年,石刻,,,拓本,,16冊,折帖装,28.4×14.9cm,"東京帝国大学図書印, 明倫堂図書, 渡辺氏図書記","渡辺信旧蔵, 東京大学総合図書館所蔵",,A00-6096,,,"宇野雪村『法帖事典』上 : 本論編, 東京, 雄山閣, 1984, pp.111-112",,,松江府華亭県,f4b6c489-db83-42c5-8836-be62124b2b34,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/document/f4b6c489-db83-42c5-8836-be62124b2b34,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/167806/default.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/167806,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,漢籍・碑帖拓本資料,A006096-06,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/167806/manifest,,,,,28
戯鴻堂法書 七[A006096-07],明・董其昌輯。中国で刊行された法帖。青洲文庫。,https://www.flickr.com/photos/asianresearchlibrary/sets/72157681723538763/,戯鴻堂法書十六巻 Xihongtang Fashu 16 juan 戏鸿堂法书十六卷 戲鴻堂法書十六卷,A006096,(巻首題)戯鴻堂法書,(明)董其昌輯,(明)万暦31年,1603年,16巻,(明)董其昌刻,(明)万暦31年,1603年,石刻,,,拓本,,16冊,折帖装,28.4×14.9cm,"東京帝国大学図書印, 明倫堂図書, 渡辺氏図書記","渡辺信旧蔵, 東京大学総合図書館所蔵",,A00-6096,,,"宇野雪村『法帖事典』上 : 本論編, 東京, 雄山閣, 1984, pp.111-112",,,松江府華亭県,10c00792-d8d2-471a-b734-a25815168347,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/document/10c00792-d8d2-471a-b734-a25815168347,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/167807/default.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/167807,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,漢籍・碑帖拓本資料,A006096-07,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/167807/manifest,,,,,31
戯鴻堂法書 八[A006096-08],明・董其昌輯。中国で刊行された法帖。青洲文庫。,https://www.flickr.com/photos/asianresearchlibrary/sets/72157684585285116/,戯鴻堂法書十六巻 Xihongtang Fashu 16 juan 戏鸿堂法书十六卷 戲鴻堂法書十六卷,A006096,(巻首題)戯鴻堂法書,(明)董其昌輯,(明)万暦31年,1603年,16巻,(明)董其昌刻,(明)万暦31年,1603年,石刻,,,拓本,,16冊,折帖装,28.4×14.9cm,"東京帝国大学図書印, 明倫堂図書, 渡辺氏図書記","渡辺信旧蔵, 東京大学総合図書館所蔵",,A00-6096,,,"宇野雪村『法帖事典』上 : 本論編, 東京, 雄山閣, 1984, pp.111-112",,,松江府華亭県,ce1c713f-a803-45d2-9850-b01a46aa35f4,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/document/ce1c713f-a803-45d2-9850-b01a46aa35f4,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/167808/default.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/167808,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,漢籍・碑帖拓本資料,A006096-08,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/167808/manifest,,,,,30
戯鴻堂法書 九[A006096-09],明・董其昌輯。中国で刊行された法帖。青洲文庫。,https://www.flickr.com/photos/asianresearchlibrary/sets/72157684585099306/,戯鴻堂法書十六巻 Xihongtang Fashu 16 juan 戏鸿堂法书十六卷 戲鴻堂法書十六卷,A006096,(巻首題)戯鴻堂法書,(明)董其昌輯,(明)万暦31年,1603年,16巻,(明)董其昌刻,(明)万暦31年,1603年,石刻,,,拓本,,16冊,折帖装,28.4×14.9cm,"東京帝国大学図書印, 明倫堂図書, 渡辺氏図書記","渡辺信旧蔵, 東京大学総合図書館所蔵",,A00-6096,,,"宇野雪村『法帖事典』上 : 本論編, 東京, 雄山閣, 1984, pp.111-112",,,松江府華亭県,513ff0d1-9aeb-4bf6-9626-6978ec424510,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/document/513ff0d1-9aeb-4bf6-9626-6978ec424510,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/167809/default.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/167809,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,漢籍・碑帖拓本資料,A006096-09,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/167809/manifest,,,,,28
戯鴻堂法書 十[A006096-10],明・董其昌輯。中国で刊行された法帖。青洲文庫。,https://www.flickr.com/photos/asianresearchlibrary/sets/72157681723172943/,戯鴻堂法書十六巻 Xihongtang Fashu 16 juan 戏鸿堂法书十六卷 戲鴻堂法書十六卷,A006096,(巻首題)戯鴻堂法書,(明)董其昌輯,(明)万暦31年,1603年,16巻,(明)董其昌刻,(明)万暦31年,1603年,石刻,,,拓本,,16冊,折帖装,28.4×14.9cm,"東京帝国大学図書印, 明倫堂図書, 渡辺氏図書記","渡辺信旧蔵, 東京大学総合図書館所蔵",,A00-6096,,,"宇野雪村『法帖事典』上 : 本論編, 東京, 雄山閣, 1984, pp.111-112",,,松江府華亭県,4178693a-ed80-4d20-b56f-9794ef8066db,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/document/4178693a-ed80-4d20-b56f-9794ef8066db,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/167810/default.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/167810,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,漢籍・碑帖拓本資料,A006096-10,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/167810/manifest,,,,,30
戯鴻堂法書 十一[A006096-11],明・董其昌輯。中国で刊行された法帖。青洲文庫。,https://www.flickr.com/photos/asianresearchlibrary/sets/72157684681647265/,戯鴻堂法書十六巻 Xihongtang Fashu 16 juan 戏鸿堂法书十六卷 戲鴻堂法書十六卷,A006096,(巻首題)戯鴻堂法書,(明)董其昌輯,(明)万暦31年,1603年,16巻,(明)董其昌刻,(明)万暦31年,1603年,石刻,,,拓本,,16冊,折帖装,28.4×14.9cm,"東京帝国大学図書印, 明倫堂図書, 渡辺氏図書記","渡辺信旧蔵, 東京大学総合図書館所蔵",,A00-6096,,,"宇野雪村『法帖事典』上 : 本論編, 東京, 雄山閣, 1984, pp.111-112",,,松江府華亭県,45984dfd-0f1e-4a66-a183-474a9ba83df8,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/document/45984dfd-0f1e-4a66-a183-474a9ba83df8,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/167811/default.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/167811,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,漢籍・碑帖拓本資料,A006096-11,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/167811/manifest,,,,,37
戯鴻堂法書 十二[A006096-12],明・董其昌輯。中国で刊行された法帖。青洲文庫。,https://www.flickr.com/photos/asianresearchlibrary/sets/72157681631846864/,戯鴻堂法書十六巻 Xihongtang Fashu 16 juan 戏鸿堂法书十六卷 戲鴻堂法書十六卷,A006096,(巻首題)戯鴻堂法書,(明)董其昌輯,(明)万暦31年,1603年,16巻,(明)董其昌刻,(明)万暦31年,1603年,石刻,,,拓本,,16冊,折帖装,28.4×14.9cm,"東京帝国大学図書印, 明倫堂図書, 渡辺氏図書記","渡辺信旧蔵, 東京大学総合図書館所蔵",,A00-6096,,,"宇野雪村『法帖事典』上 : 本論編, 東京, 雄山閣, 1984, pp.111-112",,,松江府華亭県,d221675f-a20c-47a3-937c-d596a5954daa,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/document/d221675f-a20c-47a3-937c-d596a5954daa,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/167812/default.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/167812,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,漢籍・碑帖拓本資料,A006096-12,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/167812/manifest,,,,,27
戯鴻堂法書 十三[A006096-13],明・董其昌輯。中国で刊行された法帖。青洲文庫。,https://www.flickr.com/photos/asianresearchlibrary/sets/72157684584771336/,戯鴻堂法書十六巻 Xihongtang Fashu 16 juan 戏鸿堂法书十六卷 戲鴻堂法書十六卷,A006096,(巻首題)戯鴻堂法書,(明)董其昌輯,(明)万暦31年,1603年,16巻,(明)董其昌刻,(明)万暦31年,1603年,石刻,,,拓本,,16冊,折帖装,28.4×14.9cm,"東京帝国大学図書印, 明倫堂図書, 渡辺氏図書記","渡辺信旧蔵, 東京大学総合図書館所蔵",,A00-6096,,,"宇野雪村『法帖事典』上 : 本論編, 東京, 雄山閣, 1984, pp.111-112",,,松江府華亭県,864671d2-7dc8-4742-8185-bc1ab2916de3,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/document/864671d2-7dc8-4742-8185-bc1ab2916de3,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/167813/default.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/167813,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,漢籍・碑帖拓本資料,A006096-13,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/167813/manifest,,,,,31
戯鴻堂法書 十四[A006096-14],明・董其昌輯。中国で刊行された法帖。青洲文庫。,https://www.flickr.com/photos/asianresearchlibrary/sets/72157682443426141/,戯鴻堂法書十六巻 Xihongtang Fashu 16 juan 戏鸿堂法书十六卷 戲鴻堂法書十六卷,A006096,(巻首題)戯鴻堂法書,(明)董其昌輯,(明)万暦31年,1603年,16巻,(明)董其昌刻,(明)万暦31年,1603年,石刻,,,拓本,,16冊,折帖装,28.4×14.9cm,"東京帝国大学図書印, 明倫堂図書, 渡辺氏図書記","渡辺信旧蔵, 東京大学総合図書館所蔵",,A00-6096,,,"宇野雪村『法帖事典』上 : 本論編, 東京, 雄山閣, 1984, pp.111-112",,,松江府華亭県,c34c18e4-50e7-4615-8c1b-31cf9474cdfa,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/document/c34c18e4-50e7-4615-8c1b-31cf9474cdfa,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/167814/default.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/167814,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,漢籍・碑帖拓本資料,A006096-14,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/167814/manifest,,,,,27
戯鴻堂法書 十五[A006096-15],明・董其昌輯。中国で刊行された法帖。青洲文庫。,https://www.flickr.com/photos/asianresearchlibrary/sets/72157682443372371/,戯鴻堂法書十六巻 Xihongtang Fashu 16 juan 戏鸿堂法书十六卷 戲鴻堂法書十六卷,A006096,(巻首題)戯鴻堂法書,(明)董其昌輯,(明)万暦31年,1603年,16巻,(明)董其昌刻,(明)万暦31年,1603年,石刻,,,拓本,,16冊,折帖装,28.4×14.9cm,"東京帝国大学図書印, 明倫堂図書, 渡辺氏図書記","渡辺信旧蔵, 東京大学総合図書館所蔵",,A00-6096,,,"宇野雪村『法帖事典』上 : 本論編, 東京, 雄山閣, 1984, pp.111-112",,,松江府華亭県,024ce989-a34d-4a1d-87a7-332ca7f578c6,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/document/024ce989-a34d-4a1d-87a7-332ca7f578c6,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/167815/default.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/167815,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,漢籍・碑帖拓本資料,A006096-15,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/167815/manifest,,,,,27
戯鴻堂法書 十六[A006096-16],明・董其昌輯。中国で刊行された法帖。青洲文庫。,https://www.flickr.com/photos/asianresearchlibrary/sets/72157684426976616/,戯鴻堂法書十六巻 Xihongtang Fashu 16 juan 戏鸿堂法书十六卷 戲鴻堂法書十六卷,A006096,(巻首題)戯鴻堂法書,(明)董其昌輯,(明)万暦31年,1603年,16巻,(明)董其昌刻,(明)万暦31年,1603年,石刻,,,拓本,,16冊,折帖装,28.4×14.9cm,"東京帝国大学図書印, 明倫堂図書, 渡辺氏図書記","渡辺信旧蔵, 東京大学総合図書館所蔵",,A00-6096,,,"宇野雪村『法帖事典』上 : 本論編, 東京, 雄山閣, 1984, pp.111-112",,,松江府華亭県,a4f593b2-d08e-4d60-bc88-b9d57d997e96,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/document/a4f593b2-d08e-4d60-bc88-b9d57d997e96,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/167816/default.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/167816,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,漢籍・碑帖拓本資料,A006096-16,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/167816/manifest,,,,,32
泉州本淳化閣帖 四 [A006099-01],北宋・王著輯。中国で刊行された法帖。青洲文庫。,https://www.flickr.com/photos/asianresearchlibrary/sets/72157682299992451/,泉州本淳化閣帖十巻闕四巻 Quanzhou ben Chunhua Ge Tie 10 juan que 4 juan 泉州本淳化阁帖十卷阙四卷 泉州本淳化閣帖十卷闕四卷,A006099,(巻首題)法帖,(宋)王著輯,(宋)淳化3年11月6日,992年,10巻,(明)常性刻*,(明)洪武4年*,1371年*,石刻,,,拓本,宋榻淳化閣帖,6冊,折帖装,25.5×13.2cm,東京帝国大学図書印,"渡辺信旧蔵, 東京大学総合図書館所蔵","巻第2, 4-6, 8-9のみ存する, 朱筆書き入れあり",A00-6099,,,"*宇野雪村『法帖事典』上 : 本論編, 東京, 雄山閣, 1984, pp.66-68",,,泉州府*,181e1018-56bf-4b01-9f4e-b6f0f7cc6469,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/document/181e1018-56bf-4b01-9f4e-b6f0f7cc6469,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/167817/default.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/167817,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,漢籍・碑帖拓本資料,A006099-01,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/167817/manifest,,,,,35
泉州本淳化閣帖 五 [A006099-02],北宋・王著輯。中国で刊行された法帖。青洲文庫。,https://www.flickr.com/photos/asianresearchlibrary/sets/72157684426935746/,泉州本淳化閣帖十巻闕四巻 Quanzhou ben Chunhua Ge Tie 10 juan que 4 juan 泉州本淳化阁帖十卷阙四卷 泉州本淳化閣帖十卷闕四卷,A006099,(巻首題)法帖,(宋)王著輯,(宋)淳化3年11月6日,992年,10巻,(明)常性刻*,(明)洪武4年*,1371年*,石刻,,,拓本,宋榻淳化閣帖,6冊,折帖装,25.5×13.2cm,東京帝国大学図書印,"渡辺信旧蔵, 東京大学総合図書館所蔵","巻第2, 4-6, 8-9のみ存する, 朱筆書き入れあり",A00-6099,,,"*宇野雪村『法帖事典』上 : 本論編, 東京, 雄山閣, 1984, pp.66-68",,,泉州府*,e58f78df-33c2-4f7c-bf4a-1977166d5607,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/document/e58f78df-33c2-4f7c-bf4a-1977166d5607,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/167818/default.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/167818,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,漢籍・碑帖拓本資料,A006099-02,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/167818/manifest,,,,,19
泉州本淳化閣帖 六 [A006099-03],北宋・王著輯。中国で刊行された法帖。青洲文庫。,https://www.flickr.com/photos/asianresearchlibrary/sets/72157684524480875/,泉州本淳化閣帖十巻闕四巻 Quanzhou ben Chunhua Ge Tie 10 juan que 4 juan 泉州本淳化阁帖十卷阙四卷 泉州本淳化閣帖十卷闕四卷,A006099,(巻首題)法帖,(宋)王著輯,(宋)淳化3年11月6日,992年,10巻,(明)常性刻*,(明)洪武4年*,1371年*,石刻,,,拓本,宋榻淳化閣帖,6冊,折帖装,25.5×13.2cm,東京帝国大学図書印,"渡辺信旧蔵, 東京大学総合図書館所蔵","巻第2, 4-6, 8-9のみ存する, 朱筆書き入れあり",A00-6099,,,"*宇野雪村『法帖事典』上 : 本論編, 東京, 雄山閣, 1984, pp.66-68",,,泉州府*,a46cd6b0-dabf-435a-9459-0595b47604c1,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/document/a46cd6b0-dabf-435a-9459-0595b47604c1,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/167819/default.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/167819,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,漢籍・碑帖拓本資料,A006099-03,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/167819/manifest,,,,,37
泉州本淳化閣帖 二 [A006099-04],北宋・王著輯。中国で刊行された法帖。青洲文庫。,https://www.flickr.com/photos/asianresearchlibrary/sets/72157681451200644/,泉州本淳化閣帖十巻闕四巻 Quanzhou ben Chunhua Ge Tie 10 juan que 4 juan 泉州本淳化阁帖十卷阙四卷 泉州本淳化閣帖十卷闕四卷,A006099,(巻首題)法帖,(宋)王著輯,(宋)淳化3年11月6日,992年,10巻,(明)常性刻*,(明)洪武4年*,1371年*,石刻,,,拓本,宋榻淳化閣帖,6冊,折帖装,25.5×13.2cm,東京帝国大学図書印,"渡辺信旧蔵, 東京大学総合図書館所蔵","巻第2, 4-6, 8-9のみ存する, 朱筆書き入れあり",A00-6099,,,"*宇野雪村『法帖事典』上 : 本論編, 東京, 雄山閣, 1984, pp.66-68",,,泉州府*,ab50da67-deef-4224-b524-6a6b775c1c61,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/document/ab50da67-deef-4224-b524-6a6b775c1c61,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/167820/default.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/167820,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,漢籍・碑帖拓本資料,A006099-04,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/167820/manifest,,,,,39
