タイトル,巻号,西暦,発行日,発行機関,iiif viewer,ID,ウェブサイトURL,アイテムURL,利用条件,サムネイル,機械可読ドキュメント,帰属,viewingDirection,viewingHint,コレクション,ソート用項目,西暦,IIIFマニフェストURI,IIIF Search API URI,アノテーション付きIIIFマニフェストURI,Link to TAPAS Project,Text with Rich Text Format,# of media
神戸商業会議所調査 第261号 大正13年1月9日,第261号,1924,大正13年1月9日,神戸商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/2fafeac6-28ea-5f7d-71b6-00e26a769aff.json,2fafeac6-28ea-5f7d-71b6-00e26a769aff,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/2fafeac6-28ea-5f7d-71b6-00e26a769aff,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/e522b1f9eda528b2ab2231a0786b4cfa1029ef06.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612390,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0467,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/2fafeac6-28ea-5f7d-71b6-00e26a769aff/manifest,,,,,1
神戸商業会議所調査 第262号 大正13年1月15日,第262号,1924,大正13年1月15日,神戸商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/7455fd10-0b6e-a0b8-5f76-039cab578ff2.json,7455fd10-0b6e-a0b8-5f76-039cab578ff2,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/7455fd10-0b6e-a0b8-5f76-039cab578ff2,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/c60b61027d290803d5a31f4843a81cb65edd68b1.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612389,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0468,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/7455fd10-0b6e-a0b8-5f76-039cab578ff2/manifest,,,,,2
神戸商業会議所調査 第263号 大正13年1月16日,第263号,1924,大正13年1月16日,神戸商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/4ba81071-a09a-11c0-36be-d8139fa721f1.json,4ba81071-a09a-11c0-36be-d8139fa721f1,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/4ba81071-a09a-11c0-36be-d8139fa721f1,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/63243487df9c3788022119df971afcfaa1fef956.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612388,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0469,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/4ba81071-a09a-11c0-36be-d8139fa721f1/manifest,,,,,2
神戸商業会議所調査 第264号 大正13年1月15日,第264号,1924,大正13年1月15日,神戸商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/24af5380-7ddd-954e-0b83-7c9d12477445.json,24af5380-7ddd-954e-0b83-7c9d12477445,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/24af5380-7ddd-954e-0b83-7c9d12477445,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/1d60ee13af2d76cb41606e2068429ddad2529d8b.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612387,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0470,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/24af5380-7ddd-954e-0b83-7c9d12477445/manifest,,,,,1
神戸商業会議所調査 第265号 大正13年1月23日,第265号,1924,大正13年1月23日,神戸商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/eb36f00d-6f0c-0fa5-2226-37670f0f121e.json,eb36f00d-6f0c-0fa5-2226-37670f0f121e,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/eb36f00d-6f0c-0fa5-2226-37670f0f121e,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/e47c33e1ab2eeb61132a617dc2cc65b4955bb5db.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612386,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0471,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/eb36f00d-6f0c-0fa5-2226-37670f0f121e/manifest,,,,,3
神戸商業会議所調査 第266号 大正13年2月2日,第266号,1924,大正13年2月2日,神戸商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/49eb2d66-0062-594c-47a7-0f9242dd5e5a.json,49eb2d66-0062-594c-47a7-0f9242dd5e5a,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/49eb2d66-0062-594c-47a7-0f9242dd5e5a,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/77ae132f0dc8aa989eafd91b67ae29dfd96b56c9.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612385,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0472,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/49eb2d66-0062-594c-47a7-0f9242dd5e5a/manifest,,,,,1
神戸商業会議所調査 第267号 大正13年2月12日,第267号,1924,大正13年2月12日,神戸商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/f8f402f1-326e-5149-7034-f65c500a09d3.json,f8f402f1-326e-5149-7034-f65c500a09d3,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/f8f402f1-326e-5149-7034-f65c500a09d3,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/09c2c0edf6f8fb328ac7f8661759eeab6c7ca134.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612384,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0473,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/f8f402f1-326e-5149-7034-f65c500a09d3/manifest,,,,,2
神戸商業会議所調査 第268号 大正13年2月13日,第268号,1924,大正13年2月13日,神戸商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/6fbc0e3f-0ca6-5383-3a70-eb0f99e1143e.json,6fbc0e3f-0ca6-5383-3a70-eb0f99e1143e,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/6fbc0e3f-0ca6-5383-3a70-eb0f99e1143e,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/6a79a6f6c2abcd46ccda44c1a852a0195b588383.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612383,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0474,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/6fbc0e3f-0ca6-5383-3a70-eb0f99e1143e/manifest,,,,,3
神戸商業会議所調査 第269号 大正13年2月16日,第269号,1924,大正13年2月16日,神戸商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/323112f5-1c16-2b66-4840-13c4713e9d2d.json,323112f5-1c16-2b66-4840-13c4713e9d2d,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/323112f5-1c16-2b66-4840-13c4713e9d2d,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/52d7dbb49ee2d638c5b5ce4b71551bacbd2cfd7f.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612382,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0475,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/323112f5-1c16-2b66-4840-13c4713e9d2d/manifest,,,,,3
神戸商業会議所調査 第270号 大正13年2月18日,第270号,1924,大正13年2月18日,神戸商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/32092560-524e-9ad1-4124-2bf7feb84c50.json,32092560-524e-9ad1-4124-2bf7feb84c50,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/32092560-524e-9ad1-4124-2bf7feb84c50,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/a2d0be1a13b7f1c23bcca0f9559824f86b3f4805.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612381,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0476,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/32092560-524e-9ad1-4124-2bf7feb84c50/manifest,,,,,1
神戸商業会議所調査 第271号 大正13年3月2日,第271号,1924,大正13年3月2日,神戸商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/2912161c-2921-4f4d-a1d9-da8eba956574.json,2912161c-2921-4f4d-a1d9-da8eba956574,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/2912161c-2921-4f4d-a1d9-da8eba956574,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/356f3c97d4aef9b194e7e5e63937a557b7fc1c63.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612380,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0477,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/2912161c-2921-4f4d-a1d9-da8eba956574/manifest,,,,,2
神戸商業会議所調査 第272号 大正13年3月12日,第272号,1924,大正13年3月12日,神戸商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/bdfde6a3-60c1-50fb-1432-09f853fa329b.json,bdfde6a3-60c1-50fb-1432-09f853fa329b,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/bdfde6a3-60c1-50fb-1432-09f853fa329b,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/ffa552fdbb3bf4c8b49e632f922356b6c0bd2234.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612379,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0478,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/bdfde6a3-60c1-50fb-1432-09f853fa329b/manifest,,,,,2
神戸商業会議所調査 第273号 大正13年3月12日,第273号,1924,大正13年3月12日,神戸商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/2f2d6640-9d3c-a4ae-6cff-81707b38294f.json,2f2d6640-9d3c-a4ae-6cff-81707b38294f,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/2f2d6640-9d3c-a4ae-6cff-81707b38294f,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/1ed5b060228454fb5876df7b271adcc918a62a24.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612378,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0479,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/2f2d6640-9d3c-a4ae-6cff-81707b38294f/manifest,,,,,1
神戸商業会議所調査 第274号 大正13年3月14日,第274号,1924,大正13年3月14日,神戸商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/38aba9dd-1a8b-6c01-6433-e21b068481e9.json,38aba9dd-1a8b-6c01-6433-e21b068481e9,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/38aba9dd-1a8b-6c01-6433-e21b068481e9,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/ace7690819ae387c111695b5640f2deee2137fd3.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612377,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0480,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/38aba9dd-1a8b-6c01-6433-e21b068481e9/manifest,,,,,2
神戸商業会議所調査 第275号 大正13年3月15日,第275号,1924,大正13年3月15日,神戸商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/00654995-2579-2193-17e5-a7e0acb8024a.json,00654995-2579-2193-17e5-a7e0acb8024a,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/00654995-2579-2193-17e5-a7e0acb8024a,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/0c27a7826f276f6de98a2ad48c0d4dc6e01e8428.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612376,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0481,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/00654995-2579-2193-17e5-a7e0acb8024a/manifest,,,,,2
神戸商業会議所調査 第276号 大正13年4月2日,第276号,1924,大正13年4月2日,神戸商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/ce3bc42a-0a6f-4fcc-4214-d21eb4d463ba.json,ce3bc42a-0a6f-4fcc-4214-d21eb4d463ba,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/ce3bc42a-0a6f-4fcc-4214-d21eb4d463ba,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/a4837cf757767ddd62717804ec43a1735e499e17.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612375,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0482,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/ce3bc42a-0a6f-4fcc-4214-d21eb4d463ba/manifest,,,,,1
神戸商業会議所調査 第277号 大正13年4月10日,第277号,1924,大正13年4月10日,神戸商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/cfe79689-4036-8166-87f8-05a6dc11085b.json,cfe79689-4036-8166-87f8-05a6dc11085b,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/cfe79689-4036-8166-87f8-05a6dc11085b,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/8b48f1a46fe17e0ad1c8422bfc565937338c14aa.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612374,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0483,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/cfe79689-4036-8166-87f8-05a6dc11085b/manifest,,,,,1
神戸商業会議所調査 第278号 大正13年3月26日,第278号,1924,大正13年3月26日,神戸商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/d546ce30-9250-771d-8917-35961bd50d73.json,d546ce30-9250-771d-8917-35961bd50d73,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/d546ce30-9250-771d-8917-35961bd50d73,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/39d3570a85f39da59a500b9b514a4a1b36a0e8ed.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612373,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0484,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/d546ce30-9250-771d-8917-35961bd50d73/manifest,,,,,1
神戸商業会議所調査 第279号 大正13年4月12日,第279号,1924,大正13年4月12日,神戸商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/fcf769b5-225c-6b98-26ef-3e3fc8ee131a.json,fcf769b5-225c-6b98-26ef-3e3fc8ee131a,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/fcf769b5-225c-6b98-26ef-3e3fc8ee131a,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/f066ded6d14625a6f29f486bb909dbf5bf7320b8.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612372,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0485,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/fcf769b5-225c-6b98-26ef-3e3fc8ee131a/manifest,,,,,2
神戸商業会議所調査 第280号 大正13年4月14日,第280号,1924,大正13年4月14日,神戸商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/5e9e8789-29d0-4fe2-89a9-5fea10ba7c5f.json,5e9e8789-29d0-4fe2-89a9-5fea10ba7c5f,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/5e9e8789-29d0-4fe2-89a9-5fea10ba7c5f,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/fcee931ec549640948747d9c19d8ca2a86c4688f.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612371,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0486,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/5e9e8789-29d0-4fe2-89a9-5fea10ba7c5f/manifest,,,,,2
神戸商業会議所調査 第281号 大正13年3月16日,第281号,1924,大正13年3月16日,神戸商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/be1b81bb-a461-9e53-435c-f10d44ac5dcf.json,be1b81bb-a461-9e53-435c-f10d44ac5dcf,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/be1b81bb-a461-9e53-435c-f10d44ac5dcf,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/2632a6e3c3167ee48484c1aebf92b338af4f9c77.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612370,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0487,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/be1b81bb-a461-9e53-435c-f10d44ac5dcf/manifest,,,,,4
神戸商業会議所調査 第282号 大正13年4月26日,第282号,1924,大正13年4月26日,神戸商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/88b72669-522f-9a31-7461-b8e9378e3415.json,88b72669-522f-9a31-7461-b8e9378e3415,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/88b72669-522f-9a31-7461-b8e9378e3415,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/9eb95c868c21f1c2015c5ee34dfe1d39bb4740f5.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612369,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0488,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/88b72669-522f-9a31-7461-b8e9378e3415/manifest,,,,,1
神戸商業会議所調査 第283号 大正13年5月2日,第283号,1924,大正13年5月2日,神戸商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/c1c16a90-78ee-4a2b-92c5-478b3b4099f8.json,c1c16a90-78ee-4a2b-92c5-478b3b4099f8,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/c1c16a90-78ee-4a2b-92c5-478b3b4099f8,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/459392f62a4c3d6798df76b906b2f55a86fa83ac.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612368,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0489,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/c1c16a90-78ee-4a2b-92c5-478b3b4099f8/manifest,,,,,1
神戸商業会議所調査 第284号 大正13年5月5日,第284号,1924,大正13年5月5日,神戸商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/8e3d3f46-18ae-41c2-0831-1dab12de38c1.json,8e3d3f46-18ae-41c2-0831-1dab12de38c1,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/8e3d3f46-18ae-41c2-0831-1dab12de38c1,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/c80a2662d0f97d5d921b97bb35377971b2b45c9a.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612367,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0490,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/8e3d3f46-18ae-41c2-0831-1dab12de38c1/manifest,,,,,1
神戸商業会議所調査 第285号 大正13年5月9日,第285号,1924,大正13年5月9日,神戸商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/3a7314f5-242b-0080-831b-b1abbf512f01.json,3a7314f5-242b-0080-831b-b1abbf512f01,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/3a7314f5-242b-0080-831b-b1abbf512f01,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/4a3e842c8cf94f06879ade966c1b485591df7cbe.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612366,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0491,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/3a7314f5-242b-0080-831b-b1abbf512f01/manifest,,,,,2
