タイトル,年月日,本文タイトル（原本）,巻頭目録タイトル（原本）,本文タイトル（標点本）,巻頭目録タイトル（標点本）,冊,巻,条,画像（開始コマ）,請求記号,類,目,影印本,標点本,Date Created,iiif viewer,ID,ウェブサイトURL,アイテムURL,利用条件,サムネイル,機械可読ドキュメント,帰属,viewingDirection,viewingHint,コレクション,ソート用項目,西暦,IIIFマニフェストURI,IIIF Search API URI,アノテーション付きIIIFマニフェストURI,Link to TAPAS Project,Text with Rich Text Format,# of media
軍民奏告詞訟通政使司幷該科看出革前不干己事及添捏虛情不該奏告者就於本後明白參出抄送到道詳審立案不行例,成化13.5.25,軍民奏告詞訟通政使司幷該科看出革前不干己事及添捏虛情不該奏告者就於本後明白參出抄送到道詳審立案不行例,軍民奏告詞訟通政司幷該科看出革前不干己事及捏添虛情不該奏告者就於本後明白參出抄送到道詳審立案不行例,軍民奏告詞訟通政使司竝該科看出革前不干己事及添捏虛情不該奏告者就於本後明白參出抄送到道詳審立案不行例,軍民奏告詞訟通政[使]司竝該科看出革前不干己事及添捏虛情不該奏告者就於本後明白參出抄送到道詳審立案不行例,第8冊,卷39,第14條,0039-00039,A00:6290:8,刑部類,誣告,下-181下表,乙5-586(39-14),1477-050-25,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/d24d3629-13a0-42c0-b143-346627c405b6.json,d24d3629-13a0-42c0-b143-346627c405b6,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/d24d3629-13a0-42c0-b143-346627c405b6,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/3f90b4e52a6ed70895641231d2a589e9369e052e.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100335,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/d24d3629-13a0-42c0-b143-346627c405b6/manifest,,,,,8
官吏軍民人等問罪允當捏詞裝誣風憲者原問充軍發極邊衞分充軍爲民者發口外爲民若風憲官假公營私不稱職者考劾罷黜例,成化13.7.3,官吏軍民人等問罪允當捏詞裝誣風憲者原問充軍發極邊衞分充軍爲民者發口外爲民若風憲官假公營私不稱職者考劾罷黜例,官吏軍民人等問罪允當捏詞裝誣風憲官者原問充軍發極邊衞分充軍爲民者發口外爲民若風憲官假公營私不稱職者考劾罷黜例,官吏軍民人等問罪允當捏詞裝誣風憲[官]者原問充軍發極邊衞分充軍爲民者發口外爲民若風憲官假公營私不稱職者考劾罷黜例,官吏軍民人等問罪允當捏詞裝誣風憲官者原問充軍發極邊衞分充軍爲民者發口外爲民若風憲官假公營私不稱職者考劾罷黜例,第8冊,卷39,第15條,0039-00046,A00:6290:8,刑部類,誣告,下-184下裏,乙5-592(39-15),1477-070-03,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/e4567dde-15c1-43a0-b8a2-1cece5196396.json,e4567dde-15c1-43a0-b8a2-1cece5196396,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/e4567dde-15c1-43a0-b8a2-1cece5196396,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/fa102b8537fd882ffabe891806dbbe9232d4c5e4.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100336,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/e4567dde-15c1-43a0-b8a2-1cece5196396/manifest,,,,,4
軍民人等添捏奏告詞訟中閒果有事干治體法不可止者亦必具奏方許施行例,成化14.11.10,軍民人等添捏奏告詞訟中閒果有事干治體法不可止者亦必具奏方許施行例,軍民人等捏詞奏告詞訟中閒果有事干體法不可止者亦必具奏方許施行例,軍民人等添捏奏告詞訟中閒果有事干治體法不可止者亦必具奏方許施行例,軍民人等捏詞奏告詞訟中閒果有事干[治]體法不可止者亦必具奏方許施行例,第8冊,卷39,第16條,0039-00049,A00:6290:8,刑部類,誣告,下-186下表,乙5-595(39-16),1478-110-10,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/57698845-19cc-419e-8285-43a9ce88c29b.json,57698845-19cc-419e-8285-43a9ce88c29b,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/57698845-19cc-419e-8285-43a9ce88c29b,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/ad5937444263b192e6b1d98150d8334375dcccf9.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100337,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/57698845-19cc-419e-8285-43a9ce88c29b/manifest,,,,,3
文武職官誣告十人以上照例奏請發落例,成化16.6.8,文武職官誣告十人以上照例奏請發落例,文武職官誣告十人以上照例奏請發落例,文武職官誣告十人以上照例奏請發落例,文武職官誣告十人以上照例奏請發落例,第12冊(不分巻-10),卷39,第17條,9910-00003,A00:6290:12,刑部類,誣告,下-641上表,乙6-312(附-161),1480-060-08,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/2622a226-16b0-4bc7-a908-eaa6347ccd06.json,2622a226-16b0-4bc7-a908-eaa6347ccd06,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/2622a226-16b0-4bc7-a908-eaa6347ccd06,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/6a8dc56892bccac690f13a53534a5fe51d414813.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100338,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/2622a226-16b0-4bc7-a908-eaa6347ccd06/manifest,,,,,2
成化十四年十一月二十日都察院掌院事太子太保兵部尚書兼都察院御史王等題爲振肅風紀事,成化14.11.20,成化十四年十一月二十日都察院掌院事太子太保兵部尚書兼都察院御史王等題爲振肅風紀事,振肅風紀事,[文武職官誣告十人以上照例奏請發落例],振肅風紀事,第12冊(不分巻-10),卷39,第18條,9910-00004,A00:6290:12,刑部類,誣告,下-641上裏,乙6-312(附-161),1478-110-20,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/4fb9969c-47d3-4414-ab4b-3c09746489cb.json,4fb9969c-47d3-4414-ab4b-3c09746489cb,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/4fb9969c-47d3-4414-ab4b-3c09746489cb,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/c9b29f94c1d7932545651c6fba745812cae84276.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100339,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/4fb9969c-47d3-4414-ab4b-3c09746489cb/manifest,,,,,4
成化十四年十二月初十日太子少保刑部尚書林等題,成化14.12.10,成化十四年十二月初十日太子少保刑部尚書林等題,息濫訟,[文武職官誣告十人以上照例奏請發落例],息濫訟,第12冊(不分巻-10),卷39,第19條,9910-00007,A00:6290:12,刑部類,誣告,下-643上表,乙6-315(附-161),1478-120-10,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/8384c741-3a0e-4d21-b043-05c1a2c3aca1.json,8384c741-3a0e-4d21-b043-05c1a2c3aca1,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/8384c741-3a0e-4d21-b043-05c1a2c3aca1,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/1df21a82fdb9c599d564dbc03bd685bc55a6ad02.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100340,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/8384c741-3a0e-4d21-b043-05c1a2c3aca1/manifest,,,,,2
通行各處問刑衙門遇有誣告十人以上發口外爲民或買逃或逃回又行捏詞誣告平人者聽改擬附近衞分充軍幷各該衙門遇有僧道軍民人等將爭競不明買遇及寺觀田土朦朧投獻於王府假捏典賣文契掩飾者照例問發邊衞充軍田土給還寺觀及應得之人管業例,成化18.2.23,通行各處問刑衙門遇有誣告十人以上發口外爲民或買逃或逃回又行捏詞誣告平人者聽改擬附近衞分充軍幷各該衙門遇有僧道軍民人等將爭競不明買遇及寺觀田土朦朧投獻於王府假捏典賣文契掩飾者照例問發邊衞充軍田土給還寺觀及應得之人管業例,通行各處問刑衙遇有誣告十人以上者發口外爲民或買脫或逃回又行捏詞誣告平人者聽改撥附近衞分充軍幷各該衙門遇有僧道軍民人等將爭競不明賣過及寺觀田土朦朧投獻王府假捏典賣文契掩者照例問發邊衞充軍田土給還寺觀及應得之人管業,通行各處問刑衙門遇有誣告十人以上發口外爲民者或買逃或逃廻又行捏詞誣告平人者聽點撥附近衞分充軍竝各該衙門遇有僧道軍民人等將爭競不明賣過及寺觀田土朦朧投獻王府假捏典賣文契掩飾者照例問發邊衞充軍田土給還寺觀及應得之人管業例,通行各處問刑衙[門]遇有誣告十人以上者發口外爲民或買脫或逃回又行捏詞誣告平人者聽改撥附近衞分充軍竝各該衙門遇有僧道軍民人等將爭競不明賣過及寺觀田土朦朧投獻王府假捏典賣文契掩飾者照例問發邊衞充軍田土給還寺觀及應得之人管業,第12冊(不分巻-10),卷39,第20條,9910-00009,A00:6290:12,刑部類,誣告,下-644上表,乙6-316(附-162),1482-020-23,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/0f52c273-8605-4223-a302-e28bd9496f80.json,0f52c273-8605-4223-a302-e28bd9496f80,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/0f52c273-8605-4223-a302-e28bd9496f80,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/5bd9124d1e8cee8125c8f6de7a2c59a6ec777f4d.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100341,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/0f52c273-8605-4223-a302-e28bd9496f80/manifest,,,,,4
問發囚犯許將冤枉實情伸訴別委勘理敢有別捏贓私不干己事摭捨原勘問官吏問發充軍爲民軍職請,成化19.5.15,問發囚犯許將冤枉實情伸訴別委勘理敢有別捏贓私不干己事摭捨原勘問官吏問發充軍爲民軍職請,問發囚犯許將冤枉實情伸訴別委勘理敢有別捏贓私不干己事摭拾原勘問官吏問發充軍爲民軍聽奏請,問發囚犯許將冤枉實情伸訴別委勘理敢有別捏贓私不干己事摭拾原勘問官吏問發充軍軍職爲民,問發囚犯許將冤枉實情申訴別委勘理敢有別捏贓私不干己事摭拾原勘問官吏問發充軍爲民軍聽奏請,第12冊(不分巻-10),卷39,第21條,9910-00013,A00:6290:12,刑部類,誣告,下-646上表,乙6-319(附-163),1483-050-15,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/03188c62-8aa1-406e-bd67-9cfc0bc0aaad.json,03188c62-8aa1-406e-bd67-9cfc0bc0aaad,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/03188c62-8aa1-406e-bd67-9cfc0bc0aaad,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/e92012a9c59875a920cf26c98f0d92b391acd7fe.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100342,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/03188c62-8aa1-406e-bd67-9cfc0bc0aaad/manifest,,,,,3
申明誣奉十人以上充軍事例,成化19.9.23,申明誣奉十人以上充軍事例,申明誣奏十人以上充軍事例,申明誣(奉)[告]十人以上充軍事例,申明誣奏十人以上充軍事例,第12冊(不分巻-10),卷39,第22條,9910-00016,A00:6290:12,刑部類,誣告,下-647下表,乙6-321(附-164),1483-090-23,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/674a9dfd-9f45-4e0f-bb9f-6add1d333488.json,674a9dfd-9f45-4e0f-bb9f-6add1d333488,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/674a9dfd-9f45-4e0f-bb9f-6add1d333488,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/8c1ab00d2a6153ab6c9319aafc19b13a36f60819.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100343,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/674a9dfd-9f45-4e0f-bb9f-6add1d333488/manifest,,,,,2
勘問訴冤被奏官員須察其貪廉,成化20.7.28,勘問訴冤被奏官員須察其貪廉,勘問訴冤被奏官員須察其貪廉,勘問訴冤被奏官員須察其貪廉,勘問訴冤被奏官員須察其貪廉,第12冊(不分巻-10),卷39,第23條,9910-00018,A00:6290:12,刑部類,誣告,下-648下表,乙6-322(附-165),1484-070-28,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/0fe4f648-80ef-4c08-bbc4-dc8b6ad532cb.json,0fe4f648-80ef-4c08-bbc4-dc8b6ad532cb,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/0fe4f648-80ef-4c08-bbc4-dc8b6ad532cb,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/d824b5227431950b3e5ed12a461b0110f7e9f863.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100344,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/0fe4f648-80ef-4c08-bbc4-dc8b6ad532cb/manifest,,,,,3
奏告內外官員査照干己弊不干己發落,成化20.7.29,奏告內外官員査照干己弊不干己發落,奏告內外官員査照干己與不干己發落,奏告內外官員査照干己弊不干己弊發落,奏告內外官員査照干己與不干己發落,第12冊(不分巻-10),卷39,第24條,9910-00021,A00:6290:12,刑部類,誣告,下-650上表,乙6-324(附-166),1484-070-29,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/b1a3f943-ad7c-40c8-80fa-8379665f4ce5.json,b1a3f943-ad7c-40c8-80fa-8379665f4ce5,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/b1a3f943-ad7c-40c8-80fa-8379665f4ce5,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/77a162dfc30698329c9dcdeb6840cd8c13e08f9a.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100345,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/b1a3f943-ad7c-40c8-80fa-8379665f4ce5/manifest,,,,,3
問發爲民等項官員捏奏原問御史及按察司官者不許就彼提問,弘治1.1,問發爲民等項官員捏奏原問御史及按察司官者不許就彼提問,問發爲民等項官員捏奏原問御史及按察司官者不許就被提問,問發爲民等項官員捏奏原問御史及按察司官者不許就彼提問,問發爲民等項官員捏奏原問御史及按察司官者不許就被提問,第12冊(不分巻-10),卷39,第25條,9910-00024,A00:6290:12,刑部類,誣告,下-651下表,乙6-326(附-167),1488-010-99,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/c6723a0c-90c2-474e-bca9-d6c4e2edbb95.json,c6723a0c-90c2-474e-bca9-d6c4e2edbb95,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/c6723a0c-90c2-474e-bca9-d6c4e2edbb95,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/039f1eeaa5a9f6e8b3731fa2b5565ffdd116c127.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100346,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/c6723a0c-90c2-474e-bca9-d6c4e2edbb95/manifest,,,,,2
禁約擅入禁門及敎唆詞訟誣告十人以上幷寫本狀俱書姓名不干己事立案,弘治1.4.2,禁約擅入禁門及敎唆詞訟誣告十人以上幷寫本狀俱書姓名不干己事立案,禁約擅入禁門及敎唆詞訟誣告十人以上幷寫本狀俱書姓名不干己事立案,禁約擅入禁門及敎唆詞訟誣告十人以上竝寫本狀俱書姓名不干己事立案,禁約擅入禁門及敎唆詞訟誣告十人以上竝寫本狀俱書姓名不干己事立案,第12冊(不分巻-10),卷39,第26條,9910-00025,A00:6290:12,刑部類,誣告,下-652上表,乙6-326(附-168),1488-040-02,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/bb41321a-8506-4bab-bb72-db37312ffadf.json,bb41321a-8506-4bab-bb72-db37312ffadf,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/bb41321a-8506-4bab-bb72-db37312ffadf,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/4a8567c051a7c66178b4103510794de8e4c4e96a.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100347,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/bb41321a-8506-4bab-bb72-db37312ffadf/manifest,,,,,5
奏乞恩分豁軍政禁革刁頑等事,弘治1.9.14,奏乞恩分豁軍政禁革刁頑等事,なし,奏乞恩分豁軍政禁革刁頑等事,なし,第12冊(不分巻-10),卷39,第27條,9910-00029,A00:6290:12,刑部類,誣告,下-654上表,乙6-329(附-169),1488-090-14,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/0cf663d9-68b4-4a5d-9072-473472a1aaaa.json,0cf663d9-68b4-4a5d-9072-473472a1aaaa,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/0cf663d9-68b4-4a5d-9072-473472a1aaaa,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/2da705f6c7a776d2845680003346fa2f353c5106.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100348,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/0cf663d9-68b4-4a5d-9072-473472a1aaaa/manifest,,,,,2
奏建言民情事,弘治1.9.14,奏建言民情事,なし,奏建言民情事,なし,第12冊(不分巻-10),卷39,第28條,9910-00030,A00:6290:12,刑部類,誣告,下-654下表,乙6-330(附-170),1488-090-14,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/3842e423-ea83-46f1-af03-ae6d6e3afb78.json,3842e423-ea83-46f1-af03-ae6d6e3afb78,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/3842e423-ea83-46f1-af03-ae6d6e3afb78,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/b4394e2a36944094ff05be927aa274dc1b405f20.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100349,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/3842e423-ea83-46f1-af03-ae6d6e3afb78/manifest,,,,,1
文武官偸職誣告十人發落,弘治3.10.2,文武官偸職誣告十人發落,文武官偸職誣告十人發落,文武官偸職誣告十人發落,文武官偸職誣告十人發落,第12冊(不分巻-10),卷39,第29條,9910-00031,A00:6290:12,刑部類,誣告,下-655上表,乙6-330(附-171),1490-100-02,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/e3a7ae84-bdfb-451f-838a-11dc680b6eb9.json,e3a7ae84-bdfb-451f-838a-11dc680b6eb9,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/e3a7ae84-bdfb-451f-838a-11dc680b6eb9,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/9e26faebe79bf15056561222c6d75063dc52b29f.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100350,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/e3a7ae84-bdfb-451f-838a-11dc680b6eb9/manifest,,,,,4
禁約,弘治4.7.16,禁約,禁約,禁約,禁約,第12冊(不分巻-10),卷39,第30條,9910-00034,A00:6290:12,刑部類,誣告,下-656下表,乙6-332(附-172),1491-070-16,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/5a555f10-b7bd-43a6-83a1-4d15ef140424.json,5a555f10-b7bd-43a6-83a1-4d15ef140424,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/5a555f10-b7bd-43a6-83a1-4d15ef140424,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/5f151455f3adc490fb4bf42193f050b39986f53a.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100351,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/5a555f10-b7bd-43a6-83a1-4d15ef140424/manifest,,,,,2
天下文武官員不許違例將私事捏詞妄奏紊亂舊章,弘治5.9.7,天下文武官員不許違例將私事捏詞妄奏紊亂舊章,天下文武職官不許違例將私事捏詞妄奏紊亂舊章,[禁約],天下文武職官不許違例將私事捏詞妄奏紊亂舊章,第12冊(不分巻-10),卷39,第31條,9910-00035,A00:6290:12,刑部類,誣告,下-657上表,乙6-333(附-172),1492-090-07,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/ca7bd90b-73a3-4f48-b50a-05354748e5fb.json,ca7bd90b-73a3-4f48-b50a-05354748e5fb,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/ca7bd90b-73a3-4f48-b50a-05354748e5fb,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/d58ceffce259e49d0cb7ef305420f3cabc99f8f3.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100352,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/ca7bd90b-73a3-4f48-b50a-05354748e5fb/manifest,,,,,2
誣告人死罪出入人罪誣告遷徒等項俱照舊減等例,弘治6.閏5.21,誣告人死罪出入人罪誣告遷徒等項俱照舊減等例,誣告死罪出入人罪誣告遷徒等項俱照舊減等例,誣告人死罪出入人罪誣告遷徙等項俱照舊減等例,誣告死罪出入人罪誣告遷徙等項俱照舊滅等例,第12冊(不分巻-10),卷39,第32條,9910-00036,A00:6290:12,刑部類,誣告,下-657下表,乙6-334(附-173),1493-055-21,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/43cd8daa-4855-4a46-a577-e9c91628cd93.json,43cd8daa-4855-4a46-a577-e9c91628cd93,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/43cd8daa-4855-4a46-a577-e9c91628cd93,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/0863e0dbc7c90a6898a598d2332b641c6912160f.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100353,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/43cd8daa-4855-4a46-a577-e9c91628cd93/manifest,,,,,4
